,customer_id,age,income,purchase_amount,gender,region,total_purchases,preferred_product_category,customer_loyalty_score,signup_date,last_purchase_date,month,year,difference_between_last_purchase_signup,Days since last purchase,purchase_group_by_monthsname
360,361,65.0,22600.0,1186.644936408754,Female,West,48.0,Health,7.091347318006768,2021-08-17,2022-11-29,8,2021,469,-1065,2022-11
361,362,74.0,42700.0,919.4712256438486,Male,South,21.0,Electronics,49.99079566958077,2021-04-10,2023-05-30,4,2021,780,-883,2023-05
364,365,66.0,38800.0,1968.3823982726776,Male,West,3.0,Clothing,12.828210694933151,2022-10-26,2023-04-21,10,2022,177,-922,2023-04
366,367,18.0,54600.0,1518.381018688918,Male,East,26.0,Electronics,44.750027252365456,2021-08-11,2021-11-26,8,2021,107,-1433,2021-11
369,370,29.0,38400.0,137.02952533379596,Male,East,28.0,Electronics,81.99798080824368,2021-07-30,2021-12-07,7,2021,130,-1422,2021-12
376,377,58.0,26600.0,1351.3318293414347,Male,West,23.0,Toys,64.36327975500353,2022-01-27,2023-10-07,1,2022,618,-753,2023-10
379,380,65.0,27400.0,675.6700485450166,Male,South,10.0,Toys,14.972556414619032,2021-02-22,2021-08-13,2,2021,172,-1538,2021-08
380,381,33.0,49300.0,1536.6237182132545,Male,South,27.0,Electronics,78.26629268961081,2021-02-07,2023-02-20,2,2021,743,-982,2023-02
381,382,20.0,44300.0,839.0837843908155,Male,West,49.0,Health,58.8110053312958,2021-11-04,2023-06-13,11,2021,586,-869,2023-06
383,384,41.0,108600.0,1167.6458125117106,Male,South,39.0,Clothing,33.290084618688,2021-02-22,2021-08-11,2,2021,170,-1540,2021-08
386,387,50.0,39500.0,102.02761586238776,Female,East,3.0,Electronics,58.12620384192929,2022-03-28,2023-12-02,3,2022,614,-697,2023-12
387,388,41.0,22400.0,1936.2494205440005,Female,South,47.0,Clothing,52.45440656650363,2022-04-06,2023-08-17,4,2022,498,-804,2023-08
388,389,69.0,82100.0,1108.7310731615084,Male,West,37.0,Toys,81.64480420765715,2022-05-01,2022-08-27,5,2022,118,-1159,2022-08
396,397,79.0,66800.0,1183.640096209341,Male,West,5.0,Toys,57.825384533671865,2021-01-08,2021-12-05,1,2021,331,-1424,2021-12
398,399,65.0,64700.0,677.3332134367515,Male,South,28.0,Toys,48.4588083197618,2022-10-09,2023-03-31,10,2022,173,-943,2023-03
401,402,52.0,87200.0,1262.935921496726,Female,West,27.0,Clothing,72.45220023342928,2022-03-23,2023-04-17,3,2022,390,-926,2023-04
402,403,42.0,70700.0,1301.966722676181,Male,North,13.0,Toys,30.09865092617835,2021-09-20,2023-08-10,9,2021,689,-811,2023-08
405,406,63.0,68000.0,1380.845213913385,Female,West,21.0,Clothing,73.77655131092388,2021-09-16,2023-04-19,9,2021,580,-924,2023-04
406,407,35.0,33200.0,1923.999297951408,Female,South,27.0,Toys,15.002417944651391,2021-11-19,2023-11-23,11,2021,734,-706,2023-11
407,408,19.0,103500.0,1465.8818020285787,Female,South,46.0,Clothing,50.48020332073931,2022-06-14,2023-03-07,6,2022,266,-967,2023-03
408,409,71.0,34400.0,989.943543901134,Male,West,6.0,Clothing,21.2321484850715,2021-10-28,2023-08-17,10,2021,658,-804,2023-08
409,410,52.0,88700.0,1268.82054009402,Male,East,38.0,Clothing,7.46241214191029,2022-04-30,2023-03-26,4,2022,330,-948,2023-03
410,411,33.0,85700.0,1484.572137570954,Male,West,49.0,Electronics,61.74519819443163,2021-04-02,2021-12-08,4,2021,250,-1421,2021-12
413,414,53.0,98300.0,405.6515254207072,Female,West,41.0,Electronics,58.06458003599504,2021-12-01,2022-12-26,12,2021,390,-1038,2022-12
417,418,31.0,94100.0,756.7980261785634,Male,North,30.0,Toys,17.892851156083587,2021-03-24,2023-03-22,3,2021,728,-952,2023-03
420,421,37.0,50700.0,378.8266108784249,Female,North,25.0,Electronics,47.095685239103005,2021-06-27,2023-02-10,6,2021,593,-992,2023-02
421,422,73.0,90300.0,1915.2499877680843,Male,East,32.0,Electronics,80.08265764418772,2021-09-07,2022-01-24,9,2021,139,-1374,2022-01
422,423,25.0,68800.0,1782.4733458248895,Male,South,8.0,Toys,46.06989877460983,2022-07-21,2023-04-26,7,2022,279,-917,2023-04
425,426,34.0,79700.0,1358.007359932543,Female,North,8.0,Toys,54.481588745197065,2021-12-05,2023-01-27,12,2021,418,-1006,2023-01
428,429,29.0,83900.0,137.1706022898128,Female,West,44.0,Clothing,6.963631597506059,2021-05-19,2022-01-12,5,2021,238,-1386,2022-01
431,432,39.0,95000.0,1988.2816761982397,Female,West,36.0,Electronics,21.43398793429756,2022-09-15,2023-04-01,9,2022,198,-942,2023-04
433,434,39.0,29300.0,1465.7434375551395,Male,North,27.0,Electronics,45.94415118736514,2021-06-19,2023-02-13,6,2021,604,-989,2023-02
436,437,55.0,51000.0,272.5889456513144,Male,North,37.0,Health,58.17484179481938,2021-05-18,2021-08-23,5,2021,97,-1528,2021-08
437,438,55.0,25800.0,829.9885942970549,Male,West,48.0,Health,24.09520426369428,2021-01-28,2022-12-24,1,2021,695,-1040,2022-12
439,440,68.0,31000.0,619.6031801779095,Female,North,39.0,Clothing,12.270569933730702,2022-02-02,2023-04-11,2,2022,433,-932,2023-04
443,444,44.0,35000.0,1878.556330320877,Female,South,44.0,Health,40.69359120313467,2022-03-02,2022-09-14,3,2022,196,-1141,2022-09
446,447,47.0,47700.0,1318.6885599348311,Female,West,27.0,Clothing,55.31767061367565,2022-10-03,2023-04-12,10,2022,191,-931,2023-04
448,449,45.0,38500.0,643.7208042231807,Male,North,35.0,Toys,92.1147137591833,2021-09-24,2022-06-18,9,2021,267,-1229,2022-06
449,450,64.0,60000.0,464.712831348272,Female,East,15.0,Toys,88.41119539004178,2021-04-17,2022-12-03,4,2021,595,-1061,2022-12
450,451,50.0,49200.0,156.92406408263244,Male,West,28.0,Health,9.799474202971304,2022-07-14,2023-04-12,7,2022,272,-931,2023-04
451,452,22.0,101900.0,1658.4475084386331,Male,South,35.0,Toys,63.42974105203304,2021-05-18,2023-02-16,5,2021,639,-986,2023-02
452,453,77.0,42300.0,523.9902749848891,Female,East,7.0,Electronics,80.80989804935118,2022-09-07,2023-07-29,9,2022,325,-823,2023-07
453,454,78.0,33600.0,956.594456619181,Male,West,46.0,Toys,83.55746895770949,2021-02-16,2022-03-23,2,2021,400,-1316,2022-03
454,455,65.0,40400.0,105.76424104353764,Male,North,46.0,Electronics,57.79071425018961,2022-10-27,2022-11-11,10,2022,15,-1083,2022-11
456,457,21.0,111200.0,674.5107845664559,Female,East,32.0,Toys,97.3712901641735,2021-01-06,2022-03-01,1,2021,419,-1338,2022-03
457,458,52.0,43700.0,1494.5787211018358,Female,East,38.0,Toys,47.21967027581214,2022-06-07,2022-09-17,6,2022,102,-1138,2022-09
461,462,45.0,41300.0,278.3990280821308,Male,North,39.0,Clothing,24.2180718172753,2021-03-07,2023-01-02,3,2021,666,-1031,2023-01
462,463,47.0,84200.0,892.2675365485296,Female,South,20.0,Toys,32.73336257498298,2022-02-24,2022-03-30,2,2022,34,-1309,2022-03
463,464,46.0,68600.0,648.2648452925633,Female,East,18.0,Clothing,98.53576097747391,2021-12-05,2023-07-27,12,2021,599,-825,2023-07
465,466,70.0,108700.0,140.6388690070255,Female,West,22.0,Toys,52.6725016473789,2022-04-14,2023-09-11,4,2022,515,-779,2023-09
466,467,23.0,71600.0,1394.1544799293692,Male,West,22.0,Electronics,84.82942659752185,2021-11-27,2022-01-26,11,2021,60,-1372,2022-01
468,469,77.0,52700.0,651.7092471778349,Female,North,2.0,Health,32.44534216181676,2021-05-11,2022-07-27,5,2021,442,-1190,2022-07
470,471,54.0,115000.0,1817.8698769624489,Female,West,43.0,Toys,11.408631043909743,2022-12-20,2023-07-19,12,2022,211,-833,2023-07
474,475,63.0,69200.0,227.258421660356,Male,East,41.0,Clothing,72.56781334885183,2022-04-08,2022-12-28,4,2022,264,-1036,2022-12
475,476,70.0,71800.0,274.62104220189394,Female,North,9.0,Health,7.461324065735719,2021-12-16,2023-09-29,12,2021,652,-761,2023-09
476,477,48.0,53300.0,1156.2241839905528,Female,South,49.0,Health,40.28956110310057,2021-01-17,2021-10-30,1,2021,286,-1460,2021-10
478,479,77.0,96000.0,81.24314515926075,Female,West,41.0,Health,51.12067433256329,2021-12-29,2023-02-17,12,2021,415,-985,2023-02
481,482,78.0,26800.0,268.2431914830691,Male,West,4.0,Toys,10.43350528690824,2022-06-09,2023-11-30,6,2022,539,-699,2023-11
483,484,49.0,41100.0,1291.33128455775,Male,East,32.0,Toys,45.11460431137604,2022-02-24,2022-11-26,2,2022,275,-1068,2022-11
485,486,50.0,108000.0,999.1518277384076,Female,West,2.0,Clothing,73.79863822751616,2021-01-14,2022-07-06,1,2021,538,-1211,2022-07
486,487,20.0,87900.0,260.95670731881114,Female,East,40.0,Toys,91.9934731781395,2021-02-13,2023-09-04,2,2021,933,-786,2023-09
488,489,42.0,99100.0,645.8338140096629,Female,North,20.0,Clothing,39.55821119160967,2021-10-22,2023-06-03,10,2021,589,-879,2023-06
490,491,48.0,49200.0,1620.6218669619657,Female,West,42.0,Toys,73.26719700006686,2021-04-14,2021-09-16,4,2021,155,-1504,2021-09
492,493,75.0,97100.0,605.5801739381409,Male,South,8.0,Clothing,16.408328521615555,2021-03-03,2021-12-12,3,2021,284,-1417,2021-12
493,494,20.0,100300.0,526.3725290656348,Male,North,28.0,Electronics,22.136855949195358,2022-07-19,2023-04-27,7,2022,282,-916,2023-04
494,495,57.0,104800.0,668.293498292227,Female,North,46.0,Health,15.481124059682594,2022-02-16,2023-06-14,2,2022,483,-868,2023-06
495,496,63.0,57800.0,345.9486162082796,Female,East,21.0,Electronics,30.236903377593823,2022-09-22,2023-12-13,9,2022,447,-686,2023-12
498,499,49.0,85800.0,781.7705014847411,Female,East,8.0,Toys,52.42340378832885,2021-07-18,2022-10-27,7,2021,466,-1098,2022-10
499,500,64.0,20300.0,883.2704575297599,Male,East,31.0,Health,26.92099191143981,2021-02-05,2022-03-27,2,2021,415,-1312,2022-03
500,501,39.0,99500.0,1196.217941822286,Female,South,37.0,Clothing,82.91957791369154,2021-08-04,2021-12-17,8,2021,135,-1412,2021-12
503,504,44.0,26700.0,1666.450756948578,Male,North,42.0,Electronics,60.5240757572182,2022-07-21,2022-08-06,7,2022,16,-1180,2022-08
504,505,59.0,105200.0,371.10657538340007,Male,East,27.0,Health,9.671050197384258,2021-01-12,2021-09-02,1,2021,233,-1518,2021-09
505,506,19.0,109100.0,1451.6818393783444,Female,South,40.0,Toys,46.63122159459896,2021-03-24,2022-07-04,3,2021,467,-1213,2022-07
506,507,43.0,85100.0,1549.8885564937698,Male,South,41.0,Clothing,43.62072964823697,2021-02-01,2022-12-29,2,2021,696,-1035,2022-12
507,508,34.0,53400.0,1435.501077500801,Male,West,18.0,Clothing,85.25230068217637,2022-02-12,2022-10-01,2,2022,231,-1124,2022-10
508,509,57.0,37100.0,1166.3757401772075,Male,South,35.0,Clothing,62.53971931668133,2021-03-27,2022-08-07,3,2021,498,-1179,2022-08
510,511,26.0,110800.0,733.543474879078,Female,North,15.0,Toys,95.1807601789166,2022-12-14,2023-04-07,12,2022,114,-936,2023-04
512,513,71.0,60000.0,787.1535659266266,Female,South,17.0,Clothing,65.33947321528386,2021-09-13,2022-02-16,9,2021,156,-1351,2022-02
513,514,65.0,31300.0,1729.6901919273698,Male,South,40.0,Electronics,52.20014501520542,2021-08-29,2023-03-25,8,2021,573,-949,2023-03
516,517,59.0,22600.0,546.6754323234628,Male,South,31.0,Health,98.74566169600772,2022-03-28,2022-05-15,3,2022,48,-1263,2022-05
517,518,72.0,83000.0,678.9061205423751,Male,South,37.0,Electronics,70.50212594968588,2021-01-01,2023-09-09,1,2021,981,-781,2023-09
523,524,30.0,62900.0,1635.8365038398356,Male,East,17.0,Clothing,41.50454939539002,2022-11-11,2023-07-29,11,2022,260,-823,2023-07
524,525,77.0,72800.0,57.51189868122206,Male,East,14.0,Toys,21.484601163625385,2021-04-29,2022-05-04,4,2021,370,-1274,2022-05
526,527,24.0,21300.0,432.6311557642966,Male,West,46.0,Electronics,21.12547308105818,2021-03-21,2022-10-16,3,2021,574,-1109,2022-10
536,537,29.0,75500.0,844.2003057620566,Male,North,26.0,Health,57.18099946076837,2021-02-27,2023-06-27,2,2021,850,-855,2023-06
537,538,68.0,46900.0,726.0112253826218,Male,West,8.0,Clothing,69.73875615692154,2021-12-03,2022-02-06,12,2021,65,-1361,2022-02
538,539,40.0,112100.0,1825.217236287296,Female,South,34.0,Clothing,67.36986409905718,2022-05-25,2023-09-14,5,2022,477,-776,2023-09
540,541,45.0,108800.0,1034.1851212005622,Female,South,31.0,Clothing,77.9648205747967,2022-03-02,2023-08-10,3,2022,526,-811,2023-08
550,551,78.0,101900.0,320.7346212265279,Male,South,20.0,Health,22.83104256251781,2022-02-09,2023-03-05,2,2022,389,-969,2023-03
551,552,39.0,50100.0,670.5451367738809,Male,North,1.0,Toys,36.12617290703949,2022-05-07,2023-07-09,5,2022,428,-843,2023-07
554,555,39.0,46500.0,1931.1150843205555,Male,North,12.0,Toys,41.58902132121951,2021-03-24,2021-11-18,3,2021,239,-1441,2021-11
555,556,66.0,38900.0,867.8042009370023,Male,West,30.0,Electronics,78.88701098180803,2022-04-26,2022-11-22,4,2022,210,-1072,2022-11
561,562,60.0,20600.0,640.2676236296085,Female,North,4.0,Toys,16.719712946813637,2022-05-27,2022-09-17,5,2022,113,-1138,2022-09
562,563,77.0,32800.0,1279.4154722974067,Male,South,15.0,Health,47.648182878862,2021-06-22,2023-07-05,6,2021,743,-847,2023-07
564,565,50.0,89700.0,33.49310184225368,Female,South,8.0,Electronics,59.61929706974873,2022-11-02,2023-10-26,11,2022,358,-734,2023-10
569,570,61.0,115700.0,1594.2148748601396,Male,East,39.0,Clothing,89.15500494128707,2021-10-05,2023-07-11,10,2021,644,-841,2023-07
571,572,56.0,79100.0,1535.0837908336962,Female,West,8.0,Clothing,56.96301042699973,2021-03-24,2022-05-08,3,2021,410,-1270,2022-05
572,573,21.0,38100.0,303.4594884661621,Female,North,30.0,Clothing,50.13719345705198,2022-02-23,2022-05-10,2,2022,76,-1268,2022-05
574,575,62.0,92000.0,1290.305762036289,Male,East,18.0,Health,61.630764984669405,2022-08-06,2023-05-23,8,2022,290,-890,2023-05
575,576,49.0,33300.0,70.62820219767465,Female,North,4.0,Health,17.03047049434958,2022-07-03,2023-04-15,7,2022,286,-928,2023-04
576,577,69.0,49100.0,1580.1808645100446,Male,South,47.0,Toys,68.64108816231303,2022-01-27,2022-09-22,1,2022,238,-1133,2022-09
577,578,47.0,91000.0,1808.4312480883584,Female,East,43.0,Toys,45.23511023484256,2021-05-13,2023-07-28,5,2021,806,-824,2023-07
580,581,72.0,97000.0,183.16382428665744,Male,West,15.0,Electronics,76.45566325310304,2022-08-27,2023-03-18,8,2022,203,-956,2023-03
581,582,57.0,61900.0,1207.9363593569108,Female,East,35.0,Electronics,83.54279612678818,2021-08-30,2021-12-08,8,2021,100,-1421,2021-12
582,583,69.0,101600.0,981.5807933618688,Male,North,47.0,Health,61.942155393454655,2022-03-27,2023-09-28,3,2022,550,-762,2023-09
585,586,67.0,76000.0,1745.2041895487698,Male,West,14.0,Electronics,61.83533789785556,2021-04-27,2022-01-08,4,2021,256,-1390,2022-01
586,587,77.0,38100.0,1574.4656413347188,Male,East,48.0,Clothing,39.45716984632386,2021-08-07,2022-06-15,8,2021,312,-1232,2022-06
588,589,47.0,60800.0,1825.4008847984612,Male,West,49.0,Toys,46.82709302644926,2021-08-31,2022-01-02,8,2021,124,-1396,2022-01
592,593,36.0,78100.0,126.46917709072709,Female,West,38.0,Clothing,78.52158751252233,2022-01-23,2022-09-03,1,2022,223,-1152,2022-09
593,594,45.0,47600.0,1345.3268287966816,Female,East,10.0,Health,51.27134815929952,2022-08-11,2023-05-08,8,2022,270,-905,2023-05
594,595,75.0,108000.0,477.9342580655918,Female,North,42.0,Health,81.30659492556687,2021-07-28,2023-10-24,7,2021,818,-736,2023-10
595,596,72.0,21100.0,502.2708292119712,Female,East,37.0,Health,49.7257237271609,2021-11-10,2023-06-17,11,2021,584,-865,2023-06
596,597,43.0,57400.0,625.9733891329676,Male,East,26.0,Electronics,95.66343228639369,2022-09-09,2023-02-12,9,2022,156,-990,2023-02
597,598,54.0,94700.0,146.09583965498314,Male,South,28.0,Clothing,75.26717486147942,2021-01-26,2022-03-21,1,2021,419,-1318,2022-03
599,600,70.0,20200.0,30.1764626194094,Male,South,20.0,Toys,82.95844713634312,2021-05-08,2023-03-17,5,2021,678,-957,2023-03
601,602,40.0,96300.0,186.82564728758317,Male,West,14.0,Toys,98.44609579738652,2021-05-17,2021-12-24,5,2021,221,-1405,2021-12
603,604,29.0,48800.0,486.5332453594638,Female,East,35.0,Clothing,8.439074657019107,2022-07-02,2023-11-27,7,2022,513,-702,2023-11
604,605,70.0,75300.0,1888.2768051896508,Female,North,29.0,Clothing,39.49604276103488,2022-01-23,2023-07-06,1,2022,529,-846,2023-07
607,608,75.0,61900.0,1570.7666002202238,Female,South,44.0,Electronics,72.93455343297727,2022-02-25,2023-02-18,2,2022,358,-984,2023-02
609,610,64.0,95400.0,1973.3949659465327,Male,South,2.0,Clothing,65.3432687502629,2021-03-29,2023-11-21,3,2021,967,-708,2023-11
610,611,51.0,118800.0,1203.723173954456,Male,South,17.0,Clothing,57.69109078983793,2021-05-21,2022-02-25,5,2021,280,-1342,2022-02
611,612,49.0,108000.0,182.29215459445115,Female,South,10.0,Clothing,12.605260895240688,2021-02-20,2021-03-02,2,2021,10,-1702,2021-03
612,613,79.0,83300.0,1300.7377132742342,Female,North,18.0,Toys,23.48586929986005,2022-07-21,2022-08-02,7,2022,12,-1184,2022-08
613,614,71.0,75100.0,1257.4599017845496,Male,North,22.0,Electronics,34.11223127143144,2022-02-09,2022-08-02,2,2022,174,-1184,2022-08
620,621,33.0,75300.0,405.1793656735985,Female,South,31.0,Clothing,20.622813743015545,2021-02-14,2023-06-13,2,2021,849,-869,2023-06
621,622,78.0,102400.0,1644.693235726323,Male,North,31.0,Electronics,47.5397371863883,2021-09-26,2021-11-27,9,2021,62,-1432,2021-11
622,623,56.0,44000.0,1359.756376943298,Female,South,2.0,Electronics,51.42419679223724,2021-11-07,2022-02-16,11,2021,101,-1351,2022-02
623,624,22.0,73800.0,1279.3737378314706,Male,East,19.0,Clothing,20.828135862508,2022-11-03,2023-07-23,11,2022,262,-829,2023-07
624,625,39.0,118700.0,815.5504075166605,Male,West,12.0,Health,60.85703378636506,2021-10-05,2022-10-26,10,2021,386,-1099,2022-10
625,626,46.0,71000.0,1164.0993835926429,Female,West,10.0,Health,72.29999595937491,2022-04-20,2023-12-25,4,2022,614,-674,2023-12
626,627,72.0,49600.0,629.5907680432475,Female,North,31.0,Toys,37.38400859654519,2022-07-21,2022-08-26,7,2022,36,-1160,2022-08
628,629,29.0,30500.0,1590.2647961738987,Male,West,22.0,Health,50.23019051644463,2021-08-23,2022-10-31,8,2021,434,-1094,2022-10
630,631,33.0,106700.0,1866.328068707808,Female,South,23.0,Toys,73.00109887745778,2022-12-21,2023-12-04,12,2022,348,-695,2023-12
631,632,68.0,93000.0,1869.0545668355728,Male,South,15.0,Clothing,80.14530278240474,2021-05-16,2022-01-15,5,2021,244,-1383,2022-01
634,635,74.0,78900.0,1417.1580848105834,Female,South,23.0,Toys,92.67924944093012,2022-01-29,2023-11-03,1,2022,643,-726,2023-11
638,639,22.0,22600.0,295.70875229633685,Female,West,39.0,Clothing,69.20750919082099,2021-07-02,2023-05-24,7,2021,691,-889,2023-05
640,641,66.0,22700.0,626.4759738373243,Female,North,18.0,Electronics,35.65754992828726,2022-03-16,2023-11-27,3,2022,621,-702,2023-11
641,642,47.0,106600.0,665.6935479748954,Female,East,41.0,Toys,23.26244460093747,2021-03-04,2023-05-25,3,2021,812,-888,2023-05
644,645,69.0,66800.0,1727.743084655139,Female,North,36.0,Clothing,18.32933635594216,2022-10-08,2023-03-27,10,2022,170,-947,2023-03
647,648,33.0,42100.0,1266.6641229784134,Male,South,5.0,Clothing,79.95125039620918,2022-04-22,2022-07-06,4,2022,75,-1211,2022-07
648,649,43.0,28800.0,1729.6995245708483,Male,North,39.0,Clothing,50.55411497732909,2021-03-28,2021-05-14,3,2021,47,-1629,2021-05
649,650,43.0,28500.0,281.9301363490557,Male,East,9.0,Clothing,37.73277743022193,2021-07-29,2022-04-09,7,2021,254,-1299,2022-04
650,651,65.0,43400.0,1955.6281214831856,Male,West,7.0,Electronics,69.67410002096508,2022-04-07,2023-05-14,4,2022,402,-899,2023-05
651,652,38.0,81800.0,1173.604719159924,Male,West,41.0,Electronics,90.06272945948973,2021-03-22,2022-04-01,3,2021,375,-1307,2022-04
652,653,56.0,89800.0,1991.0388216466924,Female,South,20.0,Electronics,32.02517303701811,2021-11-18,2023-12-21,11,2021,763,-678,2023-12
653,654,53.0,54600.0,1824.7991572143849,Female,South,10.0,Health,46.074813499437184,2022-02-19,2023-10-26,2,2022,614,-734,2023-10
655,656,79.0,38400.0,131.20077960855994,Male,South,4.0,Electronics,18.34094636173508,2021-08-21,2022-04-05,8,2021,227,-1303,2022-04
658,659,40.0,35300.0,359.7608067890762,Male,South,14.0,Electronics,79.33181713344499,2022-03-19,2022-11-11,3,2022,237,-1083,2022-11
659,660,75.0,104900.0,351.57029414561725,Female,South,41.0,Clothing,42.92170518402645,2021-06-17,2023-08-19,6,2021,793,-802,2023-08
660,661,27.0,41800.0,935.9352232682032,Male,East,1.0,Toys,99.50487234077158,2021-08-19,2022-08-22,8,2021,368,-1164,2022-08
661,662,71.0,44300.0,85.87058291532968,Female,South,17.0,Electronics,19.73414181912893,2021-05-30,2022-08-19,5,2021,446,-1167,2022-08
666,667,48.0,48400.0,958.5324065779212,Female,East,9.0,Health,0.3124349647371627,2021-10-02,2022-09-10,10,2021,343,-1145,2022-09
667,668,27.0,92800.0,913.5078958647664,Male,North,43.0,Clothing,87.4771362503336,2022-09-09,2023-02-04,9,2022,148,-998,2023-02
671,672,49.0,99300.0,833.2043058754991,Male,South,3.0,Clothing,37.27527200671731,2021-05-30,2022-02-11,5,2021,257,-1356,2022-02
672,673,18.0,114900.0,1638.8942890428823,Female,South,15.0,Clothing,74.49262251954836,2021-05-22,2023-12-11,5,2021,933,-688,2023-12
674,675,22.0,72200.0,1709.4200890102927,Female,West,10.0,Health,15.382657672355249,2021-03-06,2022-04-25,3,2021,415,-1283,2022-04
677,678,33.0,70100.0,568.2025395941843,Female,South,6.0,Electronics,15.10131174271062,2022-12-07,2023-03-21,12,2022,104,-953,2023-03
678,679,41.0,54300.0,111.20486609031532,Male,West,2.0,Clothing,72.60807566781885,2022-03-06,2023-06-12,3,2022,463,-870,2023-06
